id,failure
26570,0.48737936801376947
26571,0.47435229155281244
26572,0.4819297381845186
26573,0.4823879882012999
26574,0.5592115475419929
26575,0.47044142289095936
26576,0.4668535258142038
26577,0.5072052813472614
26578,0.45216751565962604
26579,0.46978809465849153
26580,0.4617997144671214
26581,0.4953966106980636
26582,0.49400019721853994
26583,0.4800514050844822
26584,0.5027658118485423
26585,0.47359079774096513
26586,0.4768611839712822
26587,0.46999410568353306
26588,0.5024721837413846
26589,0.478907745154617
26590,0.479504731799111
26591,0.5095107536803114
26592,0.5084116047449987
26593,0.48057514446548116
26594,0.47499468675161605
26595,0.5025889130219632
26596,0.5136186411581138
26597,0.47706717736106274
26598,0.5310105908179952
26599,0.4833979290770202
26600,0.4843420318968331
26601,0.5077951785656258
26602,0.5447511768922411
26603,0.4943467261158663
26604,0.4686302893281774
26605,0.468774425775058
26606,0.4533937242962459
26607,0.4809074834377648
26608,0.45992156952331686
26609,0.5080504261735183
26610,0.472015151232512
26611,0.47746347827026514
26612,0.4423749525255804
26613,0.49491461427353145
26614,0.47379773820896565
26615,0.4825501078012675
26616,0.47846788654411243
26617,0.45691142286959696
26618,0.5858398538634431
26619,0.4743940330405956
26620,0.4850681920002463
26621,0.47370831865106855
26622,0.48441112713946305
26623,0.4999786261618721
26624,0.4843377045413944
26625,0.4959944572329519
26626,0.4593194497140707
26627,0.5641241138175459
26628,0.45325726004057376
26629,0.5464105450361796
26630,0.4824867039382287
26631,0.5085710731400828
26632,0.5100863226754759
26633,0.4810317515767898
26634,0.5086368142210447
26635,0.5187750643199434
26636,0.5905191012871205
26637,0.4966568424256472
26638,0.5368689383563119
26639,0.46391534533400414
26640,0.48947114113835644
26641,0.49487263387383185
26642,0.5202799899496197
26643,0.508984882879869
26644,0.4714537381605367
26645,0.4815696310589588
26646,0.5144616918244913
26647,0.509223028860716
26648,0.48219765755959154
26649,0.49949205225420035
26650,0.49988323770718346
26651,0.4898482654979235
26652,0.5085307612138561
26653,0.4910074215580671
26654,0.5276114329273609
26655,0.510416319608538
26656,0.4790699635460234
26657,0.4956056602427778
26658,0.5110939021124297
26659,0.48153023705970566
26660,0.4957367651869564
26661,0.4774399467890188
26662,0.4739271411822552
26663,0.5226116687417048
26664,0.47800595146853214
26665,0.4761569115654598
26666,0.4523218845438782
26667,0.4983368519082252
26668,0.5048026842550599
26669,0.45638838881427835
26670,0.4787560105570744
26671,0.46164120080236837
26672,0.48522208687605656
26673,0.4832819775930952
26674,0.46223096871051017
26675,0.4777579533880804
26676,0.46162090928099553
26677,0.5502703616192499
26678,0.47885655132848504
26679,0.4959508213967614
26680,0.4790159348290238
26681,0.5502025674977529
26682,0.47038835997985046
26683,0.540664885949412
26684,0.5212278259047076
26685,0.4755507065818791
26686,0.4873962294252805
26687,0.5169915622968445
26688,0.5177543181964043
26689,0.5086756980107108
26690,0.4765518198051445
26691,0.4895297336761806
26692,0.5120425575404324
26693,0.4887791738502849
26694,0.47742322105083923
26695,0.5447885990842332
26696,0.5084987784965338
26697,0.4777634941138623
26698,0.5034249848135256
26699,0.451636194757417
26700,0.4781388892811318
26701,0.48401477304777263
26702,0.5197945162724035
26703,0.4848710565904902
26704,0.4835633153416702
26705,0.5112006027008883
26706,0.5061580074595041
26707,0.4988469922901245
26708,0.5000081770597287
26709,0.4505260254020179
26710,0.517696234791994
26711,0.5002002920281575
26712,0.4864576198184688
26713,0.5434057486300954
26714,0.5231579674740183
26715,0.5043258598097118
26716,0.4951552261320188
26717,0.4778185149102786
26718,0.5064716661766362
26719,0.49170141157025393
26720,0.47684462198081623
26721,0.4530817934655401
26722,0.5399930799185377
26723,0.47919814982887937
26724,0.49626356010973305
26725,0.4917684014716391
26726,0.48156362223009197
26727,0.47574740704527746
26728,0.47900380102958917
26729,0.4890842235739215
26730,0.499672862115723
26731,0.5321502381969527
26732,0.47374621660937855
26733,0.5003584739984063
26734,0.4987211383429543
26735,0.5283695524909546
26736,0.4794512271811562
26737,0.4772969064357441
26738,0.49780141763212626
26739,0.5722489723716098
26740,0.4870987640854708
26741,0.5403608304800169
26742,0.5258005066978826
